OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)","Street Suffix (e.g. apt. 23, blding C)",* City,State,Zip Code,* CAL FIRE Unit,County,* Incident Name,Incident Number (e.g. CAAEU 123456),Incident Start Date,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,APN (parcel),Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),GLOBALID,Latitude,Longitude,x,y
57616,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368001015.0,4851930.0,1963.0,1340 N SEPULVEDA BLVD LOS ANGELES CA 90049,3596f1c4-5db2-4717-abe8-384c72c613fa,34.0869361116519,-118.473866521647,-13188450.4935,4040481.404
57617,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377002006.0,703468.0,1962.0,1351 LINDA FLORA DR LOS ANGELES CA 90049,acae78ba-ee56-41a4-923e-c49cde8e8ab7,34.0953668977387,-118.466089048953,-13187584.7092,4041614.6701
57618,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377003002.0,525526.0,1956.0,1895 LINDA FLORA DR LOS ANGELES CA 90077,22098724-fd57-4a66-a908-bf8db59d96cc,34.1010628620058,-118.466913243344,-13187676.4581,4042380.3854
57619,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,Unknown,4368024019.0,131376.0,1961.0,937 LINDA FLORA DR LOS ANGELES CA 90049,fabce99a-4bf6-433d-af67-0418f80aeafb,34.0849886404178,-118.466653788331,-13187647.5757,4040219.641
57620,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368024007.0,444348.0,1966.0,947 LINDA FLORA DR LOS ANGELES CA 90049,063363a1-5326-4186-85be-4610e9e14035,34.0857721763108,-118.465572327221,-13187527.188,4040324.9567
57621,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368024006.0,219520.0,1962.0,953 LINDA FLORA DR LOS ANGELES CA 90049,e4049084-232f-4e2a-a804-e1006aa4d578,34.0859953988324,-118.465277130938,-13187494.3269,4040354.9604
57622,No Damage,961, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,Unknown,4368024005.0,324288.0,1971.0,961 LINDA FLORA DR LOS ANGELES CA 90049,968c8857-12bb-4545-9204-b51524a9dd84,34.0862090130024,-118.464800805546,-13187441.3026,4040383.6727
57623,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368024003.0,939300.0,1964.0,981 LINDA FLORA DR LOS ANGELES CA 90049,5763f042-dd2c-42dd-b787-52300d04a37c,34.0867646738141,-118.464304515996,-13187386.0559,4040458.3605
57624,No Damage,985, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,Unknown,4368024002.0,324403.0,1975.0,985 LINDA FLORA DR LOS ANGELES CA 90049,94fc48a0-ee27-42cc-9113-288a1ec0c5a6,34.0871120263692,-118.464306442883,-13187386.2704,4040505.0493
57625,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368024026.0,470957.0,1950.0,991 LINDA FLORA DR LOS ANGELES CA 90049,e73e2bc9-bf3a-4c16-96eb-c24068a74e15,34.0874085762728,-118.46423472139,-13187378.2864,4040544.9097
57626,No Damage,1001, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,Unknown,4368003011.0,1195050.0,1962.0,1001 LINDA FLORA DR LOS ANGELES CA 90049,3e4c96d2-29a1-495e-b573-b344d3022b19,34.0877107792891,-118.465196167578,-13187485.3141,4040585.5301
57627,No Damage,1041, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368003016.0,247641.0,1957.0,1041 LINDA FLORA DR LOS ANGELES CA 90049,1f6f6103-3381-440c-8c26-6db77837d666,34.0880508043786,-118.465225586505,-13187488.589,4040631.2345
57880,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377049012.0,3060000.0,2010.0,2100 STRATFORD CIR LOS ANGELES CA 90077,cb114259-20e2-4927-b018-71442bb3240f,34.1064771655963,-118.474730328149,-13188546.652,4043108.2845
58067,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368003020.0,3317266.0,1986.0,1396 VISTA MORAGA LOS ANGELES CA 90049,807dd68d-60fe-4262-bc2e-8e6c48aee224,34.0889706807013,-118.465755853932,-13187547.6181,4040754.8804
58115,No Damage,11625,Moranga,Lane,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Not Applicable,Unknown,Unknown,Unknown, , , ,Unknown,4368002012.0,2463864.0,1980.0,11625 MORAGA LN LOS ANGELES CA 90049,4444a36c-206d-4110-ab40-b8ca15df7271,34.0863903900354,-118.467513231716,-13187743.2485,4040408.052
58123,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002015.0,4863612.0,1983.0,11667 MORAGA LN LOS ANGELES CA 90049,546b1686-e369-4d1a-bee4-7dccd6f3746b,34.0872649616864,-118.468614718968,-13187865.8655,4040525.6059
58831,Destroyed (>50%),9555,Hillrose,Street,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Combustible,Unknown,Unknown,Combustible,Multi Pane, , , ,Unknown,2549012015.0,58359.0,0.0,9555 HILLROSE ST SUNLAND CA 91040,59e7e586-f68a-41ea-bf29-7bbf8e859de1,34.2626172112014,-118.34107681434,-13173668.4109,4064119.8481
58832,Destroyed (>50%),650,Via Santa Barbara,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,bf8bfef1-6dc3-4ab1-8351-227a3f66dc76,34.3191914772785,-118.401369570372,-13180380.1698,4071742.5937
58833,Destroyed (>50%),645,Via Santa Barbara,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,c8b2094c-ff56-43fc-957d-815551658e83,34.3191322633122,-118.402265129625,-13180479.863,4071734.6126
58835,Destroyed (>50%),9865,McBroom,Street,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown, , , ,Unknown,2549008007.0,119068.0,1940.0,9865 MCBROOM ST SUNLAND CA 91040,eca0c06b-4474-42d4-8c7b-14e6555d3452,34.2630106683013,-118.346515797178,-13174273.8757,4064172.8443
58837,Destroyed (>50%),602,Via San Anselmo,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,1152fe25-9f49-49d9-8143-fc1e6afaa4c1,34.3186001830223,-118.401758666654,-13180423.4838,4071662.8969
58863,Destroyed (>50%),1123,Linda Flora,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown, , , ,Unknown,4368026015.0,1402047.0,1987.0,1123 LINDA FLORA DR LOS ANGELES CA 90049,57e1f212-51cf-4b07-a5b2-74ec66e4280b,34.0913095603512,-118.466905257321,-13187675.5691,4041069.2688
58866,Destroyed (>50%),9401,Tujunga Valley,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2551001001.0,119036.0,1949.0,9401 TUJUNGA VALLEY ST SUNLAND CA 91040,019b8478-cd8c-44af-928a-dd7da64f0172,34.278108136143,-118.325478156031,-13171931.9762,4066206.5657
58867,Destroyed (>50%),0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown, , , ,Unknown,4368024020.0,351671.0,0.0,943 LINDA FLORA DR LOS ANGELES CA 90049,a7b724de-6aea-468c-99c2-8c631bd96303,34.0857837668414,-118.466376766762,-13187616.7378,4040326.5146
58868,Destroyed (>50%),0, ,Unknown,B,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown, , , ,Unknown,4368024020.0,351671.0,0.0,943 LINDA FLORA DR LOS ANGELES CA 90049,02d69d66-7f32-4414-9bd2-90a8682cb6f7,34.0856572998499,-118.46650169996,-13187630.6453,4040309.516
58925,Destroyed (>50%),603,Via San Anselmo,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,7e8bba3d-34e7-4a34-9cfd-03c050cb9e46,34.3184081900016,-118.401742088246,-13180421.6383,4071637.0195
58926,Destroyed (>50%),515,Via San Remo,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,df216414-95cf-43a7-bb00-0bfcc3f74454,34.3179268388778,-118.403346863822,-13180600.2811,4071572.1418
58928,Destroyed (>50%),9925,McBroom,Street,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Fire Resistant,Unknown, , , ,Unknown,2549006015.0,215100.0,1936.0,9925 MCBROOM ST SUNLAND CA 91040,e49bd3a2-2ead-4529-b65e-90db2e6c318a,34.2644786752249,-118.347475624602,-13174380.7232,4064370.5778
58929,Destroyed (>50%),10042,McBroom,Street,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,2543010041.0,426003.0,1931.0,10042 MCBROOM ST SUNLAND CA 91040,b6e51b60-0d95-4759-8d7d-a09210d6d540,34.2634758665352,-118.34962056704,-13174619.4971,4064235.5039
58932,Destroyed (>50%),11501,Cassara,Avenue,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Single Pane, , , ,Unknown,2581028012.0,127284.0,1949.0,11501 CASSARA AVE SYLMAR CA 91342,d161ae94-6740-47cc-bce3-53977f7e01d6,34.2793589502188,-118.359883866772,-13175762.0024,4066375.0744
58957,Destroyed (>50%),1211,Linda Flora ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,No Vents,Fire Resistant,Unknown, , , ,Unknown,4377020015.0,561000.0,1979.0,1211 LINDA FLORA DR LOS ANGELES CA 90049,2d1de460-558d-4dcf-a2ae-f0c33fa139e5,34.0925887428035,-118.466222945541,-13187599.6145,4041241.2181
58959,Destroyed (>50%),1367,Casiano,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025017.0,292785.0,1958.0,1367 CASIANO RD LOS ANGELES CA 90049,03d1c2b6-5a94-4128-a8f2-b4e76502e38f,34.0877792845106,-118.472413069077,-13188288.6959,4040594.7382
59020,Destroyed (>50%),11470,Cassara,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Combustible,Single Pane, , , ,Unknown,2529009025.0,223000.0,1961.0,11470 CASSARA AVE SYLMAR CA 91342,29bcb71f-931b-4d09-81a3-d0a9559a1a76,34.2788612424804,-118.359492484277,-13175718.4339,4066308.0233
59027,Destroyed (>50%),1111,Linda Flora,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Single Pane, , , ,Unknown,4368026016.0,690357.0,1962.0,1111 LINDA FLORA DR LOS ANGELES CA 90049,60abb06f-1bb2-4d43-8036-9856b4870935,34.0899492660888,-118.466535406546,-13187634.3975,4040886.4192
61100,Destroyed (>50%),9555,Hillrose,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,Unknown,2549012015.0,58359.0,0.0,9555 HILLROSE ST SUNLAND CA 91040,0bbba9fd-0d87-4206-823a-60e968f26dfa,34.2627897703283,-118.34096829965,-13173656.3311,4064143.0907
61102,Destroyed (>50%),425,Via Santiago,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017008.0,351671.0,0.0,13691 GAVINA AVE SYLMAR CA 91342,d80ff2f8-0944-418d-b842-72e8ad4f1faa,34.3170275692289,-118.40433887878,-13180710.7117,4071450.937
61132,Destroyed (>50%),10042,McBroom,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2543010041.0,426003.0,1931.0,10042 MCBROOM ST SUNLAND CA 91040,57614fa5-7bb3-4aba-a489-f1a101f1610a,34.2632842159782,-118.34969635251,-13174627.9335,4064209.6896
61133,Destroyed (>50%),10240,McBroom,Street,Street,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Combustible,Unknown, , , ,Unknown,2543006008.0,250542.0,1953.0,10240 MCBROOM ST SUNLAND CA 91040,406e1a97-dee1-41a0-bd6f-911f5828c6cb,34.2644963520152,-118.353766531028,-13175081.0237,4064372.9588
61134,Destroyed (>50%),10773,Wheatland,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2528032005.0,245129.0,1954.0,10773 WHEATLAND AVE SUNLAND CA 91040,a668cfd1-3ef0-48a7-bd16-3a283c4dff5f,34.2654683663419,-118.356484067713,-13175383.5385,4064503.8864
61135,Destroyed (>50%),10763,Wheatland,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,Unknown,2528032004.0,88119.0,1956.0,10763 WHEATLAND AVE SUNLAND CA 91040,7d1b91ee-372c-490c-87d5-cab448c52461,34.2654940148314,-118.356727907312,-13175410.6826,4064507.3412
61164,Destroyed (>50%),9401,Tujunga Valley,Street,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2551001001.0,119036.0,1949.0,9401 TUJUNGA VALLEY ST SUNLAND CA 91040,88e45cde-2eed-46af-9180-a5c2b3305dea,34.27803196898,-118.325728451822,-13171959.839,4066196.3046
63112,Destroyed (>50%),474,Via Santiago,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017008.0,351671.0,0.0,13691 GAVINA AVE SYLMAR CA 91342,8c4a7a6d-017e-45d8-99fb-79fc4247657a,34.318073759597,-118.403876603938,-13180659.2515,4071591.9441
63113,Destroyed (>50%),648,Via Santa Barbara,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,bbe85f00-e6c2-4ac7-964c-7e5843e434a2,34.31912996853,-118.401714113809,-13180418.5242,4071734.3033
63114,Destroyed (>50%),644,Via Santa Barbara,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,ba1a2595-41ba-486d-86fe-8b72ffb0b5da,34.319121615166,-118.402434661482,-13180498.7352,4071733.1774
63143,Destroyed (>50%),10700,Johanna,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Combustible,Single Pane, , , ,Unknown,2549008001.0,620384.0,1938.0,10700 JOHANNA AVE SUNLAND CA 91040,1f72982a-ce72-4770-95c4-ccc12abdbdde,34.264272592233,-118.347994245371,-13174438.4558,4064342.8192
63144,Destroyed (>50%),10755,Wheatland,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Fire Resistant,Unknown, , , ,Unknown,2528032003.0,128014.0,1954.0,10755 WHEATLAND AVE SUNLAND CA 91040,62d165d9-9ea8-4928-9cdf-6236af8d61ea,34.265466043367,-118.357059854572,-13175447.6348,4064503.5735
65341,Destroyed (>50%),598,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,bf048832-ebd8-49f6-b30f-38aa21fb847c,34.3183626322711,-118.40206953854,-13180458.0899,4071630.8791
65342,Destroyed (>50%),10741,McBroom,Street,Street,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Combustible,Not Applicable,Unknown,Fire Resistant,Unknown, , , ,Unknown,2543008005.0,197150.0,1937.0,10741 JOHANNA AVE SUNLAND CA 91040,ff5428c0-76bb-4027-a781-81aa3f5573c7,34.264948074783,-118.348509014165,-13174495.7596,4064433.8044
65343,Destroyed (>50%),9925,McBroom,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,Unknown,2549006015.0,215100.0,1936.0,9925 MCBROOM ST SUNLAND CA 91040,a353496c-04f5-407d-a4a2-ecba154f1979,34.2645480772073,-118.34763232672,-13174398.1672,4064379.926
