OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)","Street Suffix (e.g. apt. 23, blding C)",* City,State,Zip Code,* CAL FIRE Unit,County,* Incident Name,Incident Number (e.g. CAAEU 123456),Incident Start Date,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,APN (parcel),Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),GLOBALID,Latitude,Longitude,x,y
73179,Affected (1-9%),1350,Casiano,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Single Pane, , , ,Unknown,4368025006.0,412119.0,1958.0,1350 CASIANO RD LOS ANGELES CA 90049,82ff24ee-b795-4ca5-98e9-d039c4a22300,34.0874387152327,-118.471796834673,-13188220.097,4040548.9608
73180,Minor (10-25%),470,Via Santiago,Other,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Combustible,Multi Pane, , , ,Unknown,2580017008.0,351671.0,0.0,13691 GAVINA AVE SYLMAR CA 91342,ef1e2792-fd84-412d-8bf6-781a419c20ce,34.3176891541555,-118.404141537777,-13180688.7438,4071540.1062
73461,Affected (1-9%),596,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,00d20101-056a-40c6-b5bc-e58986d9d596,34.3180420239778,-118.401941343559,-13180443.8193,4071587.6667
73462,Affected (1-9%),570,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,0c065b01-6016-4780-a4e4-92dc6be63351,34.318105768979,-118.402337989283,-13180487.9737,4071596.2584
73463,Affected (1-9%),634,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,3cf30de5-2948-47db-95db-641f3c1a0424,34.3187744308468,-118.402255505075,-13180478.7916,4071686.3826
73468,Affected (1-9%),10068,McBroom,Street,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2543009023.0,240790.0,1989.0,10068 MCBROOM ST SUNLAND CA 91040,7e1882a5-9a2c-46c0-ade4-f383f404f337,34.26335239618,-118.350168925639,-13174680.5401,4064218.8731
73487,Major (26-50%),10265,McBroom,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Unknown, , , ,Unknown,2543007019.0,245007.0,1930.0,10265 MCBROOM ST SUNLAND CA 91040,d896bbbc-0d51-4f51-99db-c64312126a1b,34.265426713885,-118.353934127914,-13175099.6805,4064498.2759
73490,Affected (1-9%),10319,McBroom,Street,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,No Vents,Fire Resistant,Single Pane, , , ,Unknown,2528032023.0,29342.0,1914.0,10319 MCBROOM ST SUNLAND CA 91040,76c8dac7-44ea-449c-a292-96f4e820aa05,34.2641777698032,-118.355646954649,-13175290.3515,4064330.047
73491,Affected (1-9%),10319,McBroom,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Single Pane, , , ,Unknown,2528032023.0,29342.0,1914.0,10319 MCBROOM ST SUNLAND CA 91040,d3c02450-fcb2-4ae9-867a-6bd60e6e1643,34.2641469358976,-118.355872967181,-13175315.5111,4064325.8938
73492,Major (26-50%),10792,Wheatland,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,2528032011.0,144658.0,1955.0,10792 WHEATLAND AVE SUNLAND CA 91040,c1528063-0ce5-4482-9ed0-38a786ed367b,34.2650033238977,-118.355778469803,-13175304.9917,4064441.2463
73511,Destroyed (>50%),11468,Ehren,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Combustible,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2529009012.0,99235.0,1961.0,11468 EHREN AVE SYLMAR CA 91342,5bca60f1-e23a-487f-8c7d-4b7beb89ed3b,34.2786120827978,-118.35853012091,-13175611.3041,4066274.4567
73512,Affected (1-9%),10747,Wheatland,Avenue,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,Unknown,2528032002.0,71273.0,1955.0,10747 WHEATLAND AVE SUNLAND CA 91040,9135fb7c-0479-49ed-a73e-b40c1147a98b,34.2654176929572,-118.357352887713,-13175480.2551,4064497.0608
73513,Destroyed (>50%),10747,Wheatland,Avenue,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Fire Resistant,Unknown, , , ,Unknown,2528032002.0,71273.0,1955.0,10747 WHEATLAND AVE SUNLAND CA 91040,8d92e969-d767-4493-9208-fc2c118f53fe,34.265477072486,-118.357235143732,-13175467.1479,4064505.0591
73514,Affected (1-9%),11701,Little Tujunga Canyon,Road,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Combustible,Unknown, , , ,Unknown,2526025021.0,153.0,1961.0,11701 LITTLE TUJUNGA CANYON RD SYLMAR CA 91342,8edaa67e-ba9c-4b91-a38a-0f5b8ae08ba9,34.2845391397135,-118.371601505711,-13177066.404,4067072.9722
73516,Minor (10-25%),12831,Maclay,Street,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Single Pane, , , ,Unknown,2525011007.0,2040000.0,1925.0,12831 MACLAY ST SYLMAR CA 91342,5767f394-8e75-443b-a872-3601e9873ec1,34.3052608497536,-118.413403092898,-13181719.7354,4069865.122
73517,Minor (10-25%),10565,Mahoney ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2528034019.0,237897.0,1953.0,10565 MAHONEY DR SUNLAND CA 91040,20ad529c-a91a-4dd0-8303-e2576dd2bbf6,34.2631794528905,-118.360577774904,-13175839.2479,4064195.5786
73549,Major (26-50%),1111,Linda Flora,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,No Vents,Fire Resistant,Multi Pane, , , ,Unknown,4368026016.0,690357.0,1962.0,1111 LINDA FLORA DR LOS ANGELES CA 90049,3374b0da-b5c9-4363-a60c-1532be0f9632,34.0897481239962,-118.466446151736,-13187624.4617,4040859.3821
73583,Minor (10-25%),1161,Linda Flora,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Enclosed,Screened,Fire Resistant,Single Pane, , , ,Unknown,4368026004.0,141515.0,1963.0,1161 LINDA FLORA DR LOS ANGELES CA 90049,cb855baf-db54-45e7-8120-96df925ca058,34.0912752187875,-118.465819614554,-13187554.7159,4041064.6526
73584,Affected (1-9%),1169,Linda Flora ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368026002.0,281513.0,1968.0,1169 LINDA FLORA DR LOS ANGELES CA 90049,b28217f1-28b0-4c0c-a173-4d1ec1e2ede0,34.0915137934988,-118.465669030862,-13187537.953,4041096.7219
73585,Minor (10-25%),1177,Linda Flora ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368026019.0,480385.0,1963.0,1177 LINDA FLORA DR LOS ANGELES CA 90049,b735da69-0706-44d8-be8e-9670bceaab91,34.0916925792102,-118.465706815799,-13187542.1592,4041120.7544
73611,Affected (1-9%),1211,Linda Flora ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane, , , ,Unknown,4377020015.0,561000.0,1979.0,1211 LINDA FLORA DR LOS ANGELES CA 90049,30e153b8-42af-4662-9172-9150ad1fc0e1,34.092600714778,-118.466026704075,-13187577.769,4041242.8274
73612,Affected (1-9%),1321,Linda Flora ,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,Unknown,4377020018.0,2220744.0,2003.0,1321 LINDA FLORA DR LOS ANGELES CA 90049,0066bebe-87b1-49ae-9e2d-c372bfdbc724,34.0939469250877,-118.466035861501,-13187578.7884,4041423.7895
73623,Affected (1-9%),9705,La Canada,Way,A,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2549010020.0,398026.0,1911.0,9705 LA CANADA WAY SUNLAND CA 91040,fea10972-860d-4653-96a3-72ca77c4ad66,34.2634182065226,-118.343317220743,-13173917.8118,4064227.7374
73624,Destroyed (>50%),12125,Via Santa Barbara,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,No Vents,Fire Resistant,Multi Pane, , , ,Unknown,2581006023.0,240488.0,1999.0,12239 VIA SANTA BARBARA SYLMAR CA 91342,bac941eb-34f2-4685-a35a-e2052770ce6b,34.319481022741,-118.39823282947,-13180030.9894,4071781.6199
73715,Minor (10-25%),388,Via Santiago,Street,   ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017008.0,351671.0,0.0,13691 GAVINA AVE SYLMAR CA 91342,1a51c75c-5f10-4df5-be80-bf78daf8d01a,34.3163581826548,-118.40468363422,-13180749.0897,4071360.717
73716,Minor (10-25%),637,Via Santa Barbara,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,6693418c-e57e-445f-bdca-2d15f40a0862,34.3188602529071,-118.402748460079,-13180533.6671,4071697.95
73717,Minor (10-25%),10640,Johanna,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Unknown, , , ,Unknown,2549008008.0,233485.0,1937.0,10640 JOHANNA AVE SUNLAND CA 91040,84b12f35-e983-43df-8cd3-8991a6b8811f,34.2630189136549,-118.346594428512,-13174282.6289,4064173.9549
73719,Affected (1-9%),13589,Via Santa Catalina,Other,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2581006023.0,240488.0,1999.0,12239 VIA SANTA BARBARA SYLMAR CA 91342,73034a8c-cdd4-4b17-b773-da9aa9209f0b,34.3190440183918,-118.397819292723,-13179984.9547,4071722.7186
73720,Affected (1-9%),600,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Not Applicable,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,be741349-7f34-4367-9f0d-dff2a8024a20,34.3185866590785,-118.402206802912,-13180473.3701,4071661.0741
73721,Destroyed (>50%),10768,Wheatland,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Unknown,Combustible,Multi Pane, , , ,Unknown,2528032013.0,466887.0,1953.0,10768 WHEATLAND AVE SUNLAND CA 91040,cf9bb77a-587a-4942-820b-4c49ec01b265,34.2650346415378,-118.356500027182,-13175385.3151,4064445.4647
73834,Minor (10-25%),10915,Shadow Hills,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,2528037002.0,434100.0,2004.0,10915 SHADOW HILLS AVE SHADOW HILLS CA 91040,f6e111bc-986c-49e4-9148-1bc72e70a025,34.2654259796494,-118.368006344637,-13176666.1925,4064498.177
73835,Affected (1-9%),9705,La Canada,Way,B,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Unknown, , , ,Unknown,2549010020.0,398026.0,1911.0,9705 LA CANADA WAY SUNLAND CA 91040,c922a4f5-a45f-4cc4-8adf-4fadb35da357,34.2631461248228,-118.342759695735,-13173855.7484,4064191.0895
73852,Affected (1-9%),520,Via Santiago,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,0f1dcc7d-429a-47b5-998d-8d668bd7b9c7,34.3185614615642,-118.403490861965,-13180616.3109,4071657.6779
73853,Affected (1-9%),525,Via San Felipe,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,8c8bb9fa-106b-4991-907a-7fc9ce6669a5,34.3180673002933,-118.402926000416,-13180553.4308,4071591.0735
73858,Minor (10-25%),569,Via San Diego,Street, ,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Mobile Home Double Wide,Single Residence,4.0,0.0,0.0,Fire Resistant,Unknown,Unknown,Unknown,Single Pane, , , ,Unknown,2580017007.0,264858.0,1988.0,13691 GAVINA AVE SYLMAR CA 91342,a762a017-18ee-44cf-ad41-47e723623a00,34.3183537409282,-118.402470923775,-13180502.7719,4071629.6807
74202,Minor (10-25%),11483,Christy,Avenue,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Creek,CALAC 362189,2017-12-05 00:00:00,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Combustible,Unenclosed,Screened,Fire Resistant,Unknown, , , ,Unknown,2529009026.0,64831.0,1962.0,11483 CHRISTY AVE SYLMAR CA 91342,e09e9d19-2f22-4088-ad57-9f677a068cd0,34.2788458304479,-118.35751934823,-13175498.7854,4066305.947
74716,Affected (1-9%),18207,Sheffield,Lane,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,Unknown,2870019019.0,492640.0,1989.0,18207 SHEFFIELD LN PORTER RANCH CA 91326,6d66293b-88fc-4a4b-aaf1-87b1ba7fada6,34.2839135608946,-118.530970659069,-13194807.297,4066988.6892
74717,Affected (1-9%),13950,Saddle Ridge,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Attached Patio Cover/Carport,Embers,Engine Company Actions,Single Family Residence Multi Story,Single Residence,0.0,0.0,0.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,2582030023.0,236000.0,1984.0,13950 SADDLE RIDGE RD SYLMAR CA 91342,7a9d3875-d349-4246-a9c9-c6b127b2e98a,34.3257142485203,-118.479653899,-13189094.7414,4072621.7939
74718,Destroyed (>50%),18200,Sheffield,Lane,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,Unknown,2870018001.0,529698.0,1989.0,18200 SHEFFIELD LN PORTER RANCH CA 91326,1894d2db-609b-4e3a-818d-ee4f0cbb4f6f,34.2836031382318,-118.530332587519,-13194736.2672,4066946.8668
74719,Destroyed (>50%),18300,Hampton,Court,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2870019009.0,412500.0,1979.0,18300 HAMPTON CT PORTER RANCH CA 91326,2eb04a73-cf03-4c6c-8191-91c7f81e96b9,34.2843035619569,-118.531376031926,-13194852.4229,4067041.2332
74720,Affected (1-9%),16710,Nicklaus,Drive,74,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Enclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Unknown,Unknown,Unknown,Non Combustible,2582040022.0,189724.0,2007.0,16710 NICKLAUS DR UNIT 71 SYLMAR CA 91342,0578fb0e-006a-4311-a9cf-6528e18e1d08,34.324073405674,-118.493065042811,-13190587.6631,4072400.6193
74721,Minor (10-25%),16630,Nicklaus,Drive,103,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Unenclosed,Unknown,Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2582040049.0,270451.0,2007.0,16638 NICKLAUS DR UNIT 98 SYLMAR CA 91342,a836d28d-e876-4312-8b2b-1137c9c5d881,34.3249575367786,-118.494252862654,-13190719.8906,4072519.7937
74722,Affected (1-9%),16630,Nicklaus,Drive,105,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Radiant Heat,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Unenclosed,Unknown,Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2582040049.0,270451.0,2007.0,16638 NICKLAUS DR UNIT 98 SYLMAR CA 91342,4ec0bc65-5df6-47a1-8828-e7b2400c3096,34.3250372446558,-118.494327003309,-13190728.1439,4072530.5378
74723,Affected (1-9%),16630,Nicklaus,Drive,106,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Radiant Heat,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Unenclosed,No Vents,Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2582040049.0,270451.0,2007.0,16638 NICKLAUS DR UNIT 98 SYLMAR CA 91342,799484ab-bb7f-4998-905a-f2c4cf6c42ce,34.3251229453213,-118.494429011501,-13190739.4994,4072542.0897
74724,Affected (1-9%),16634,Nicklaus,Drive,102,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Radiant Heat,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2582040049.0,270451.0,2007.0,16638 NICKLAUS DR UNIT 98 SYLMAR CA 91342,466cc178-8951-4488-8796-0699db1e4415,34.3247303598992,-118.494039724776,-13190696.1642,4072489.1718
74725,Minor (10-25%),16608,Nicklaus ,Drive,108,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,3.0,0.0,0.0,Tile,Unenclosed,Unknown,Stucco/Brick/Cement,Multi Pane,Unknown,Unknown,Non Combustible,Non Combustible,2582040074.0,316892.0,2008.0,16608 NICKLAUS DR UNIT 107 SYLMAR CA 91342,23c73026-0a92-45d4-95ec-7897f0bba956,34.3250327696631,-118.493645129906,-13190652.2381,4072529.9346
74726,Minor (10-25%),16608,Nicklaus ,Drive,107,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,3.0,0.0,0.0,Tile,Unenclosed,Unknown,Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2582040074.0,316892.0,2008.0,16608 NICKLAUS DR UNIT 107 SYLMAR CA 91342,7995b1c8-baa5-4594-acd8-cfe16229f8e6,34.324915102936,-118.493620854732,-13190649.5358,4072514.0739
74727,Minor (10-25%),16604,Nicklaus ,Drive,116,Los Angeles,CA,90049.0,LAC,Los Angeles,Saddleridge,CALFD 001582,2019-10-10 00:00:00,Fire,Unknown,Unknown,Engine Company Actions,Multi Family Residence Multi Story,Multiple Residence,4.0,0.0,0.0,Tile,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Unknown,Unknown,Unknown,Non Combustible,2582040074.0,316892.0,2008.0,16608 NICKLAUS DR UNIT 107 SYLMAR CA 91342,7c836297-e183-4abf-872a-9f52bbaad79d,34.3251333300825,-118.493286976094,-13190612.3686,4072543.4895
