0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
99.7,d_19620101,0,0,0,0,0,0,0.3,0,0,0,0
0,d_19620201,0,0,0,0,0,0,99.9,99.3,31.6,4.8,0
0.5,d_19620301,0,0,0,0,0,0,99.5,71.6,5.9,0,0
6.2,d_19620401,0,0,0,0,0,0,93.8,44.6,1.1,0,0
13.9,d_19620501,0,0,0,0,0,0,86.1,38.4,0.3,0,0
10.2,d_19620601,0,0,0,0,0,0,89.8,40.8,0.4,0,0
2.7,d_19620701,0,0,0,0,0,0,97.3,58.2,4,0,0
13,d_19620801,0,0,0,0,0,0,87,36,0,0,0
10.7,d_19620901,0,0,0,0,0,0,89.3,45.3,0,0,0
6.1,d_19621001,0,0,0,0,0,0,93.9,68.8,6.4,0,0
0,d_19621101,100.1,100.1,100.1,99,20.4,0,0,0,0,0,0
0,d_19621201,100,100,100,100,100,0,0,0,0,0,0
0,d_19630101,100,100,100,100,100,0,0,0,0,0,0
0,d_19630201,100,100,68.9,37.9,6.3,0,0,0,0,0,0
0,d_19630301,100,99.3,52.1,9.5,0,0,0,0,0,0,0
0,d_19630401,100,91.9,16,1.2,0,0,0,0,0,0,0
0,d_19630501,99.9,97.7,32,4.9,0,0,0,0,0,0,0
0,d_19630601,100.1,92.9,9.7,0,0,0,0,0,0,0,0
0,d_19630701,100,86.3,6.1,0,0,0,0,0,0,0,0
13.4,d_19630801,86.7,36.3,0,0,0,0,0,0,0,0,0
100,d_19630901,0,0,0,0,0,0,0,0,0,0,0
31.1,d_19631001,0,0,0,0,0,0,68.9,6.6,0,0,0
1.7,d_19631101,0,0,0,0,0,0,98.3,70.6,4.4,1.2,0
69.5,d_19631201,0,0,0,0,0,0,30.4,4.5,0.4,0,0
99.4,d_19640101,0,0,0,0,0,0,0.6,0,0,0,0
26,d_19640201,74,28.5,0,0,0,0,0,0,0,0,0
8.1,d_19640301,91.9,51.3,0,0,0,0,0,0,0,0,0
14.3,d_19640401,85.6,38.9,0,0,0,0,0,0,0,0,0
7.8,d_19640501,92.3,55.4,0,0,0,0,0,0,0,0,0
0.1,d_19640601,99.9,86.7,2.6,0,0,0,0,0,0,0,0
0,d_19640701,100,100,4.8,0,0,0,0,0,0,0,0
0,d_19640801,100,100,76.6,15.6,0.5,0,0,0,0,0,0
0,d_19640901,100.1,71.8,1.3,0,0,0,0,0,0,0,0
0,d_19641001,100,82.9,3.8,0.3,0,0,0,0,0,0,0
97.6,d_19641101,2.4,1,0,0,0,0,0,0,0,0,0
97.5,d_19641201,1.1,1,0,0,0,0,1.4,0,0,0,0
55.4,d_19650101,44.6,2.9,0,0,0,0,0,0,0,0,0
0,d_19650201,100,99.5,5.9,1,0,0,0,0,0,0,0
0,d_19650301,100,100,26.3,0,0,0,0,0,0,0,0
79.3,d_19650401,20.7,0,0,0,0,0,0,0,0,0,0
47.9,d_19650501,52.1,0,0,0,0,0,0,0,0,0,0
66.6,d_19650601,33.4,0,0,0,0,0,0,0,0,0,0
92.1,d_19650701,7.9,0,0,0,0,0,0,0,0,0,0
63.7,d_19650801,36.3,0,0,0,0,0,0,0,0,0,0
99.4,d_19650901,0.6,0,0,0,0,0,0,0,0,0,0
100,d_19651001,0,0,0,0,0,0,0,0,0,0,0
0,d_19651101,0,0,0,0,0,0,100.1,100.1,100.1,100,24
0,d_19651201,0,0,0,0,0,0,100,100,100,100,100
0,d_19660101,0,0,0,0,0,0,99.9,99.9,29.9,2.4,0
0,d_19660201,0,0,0,0,0,0,100,52.6,0,0,0
68.1,d_19660301,0,0,0,0,0,0,31.8,2.7,0,0,0
94.5,d_19660401,0,0,0,0,0,0,5.5,0,0,0,0
100,d_19660501,0,0,0,0,0,0,0,0,0,0,0
100,d_19660601,0,0,0,0,0,0,0,0,0,0,0
98.7,d_19660701,0,0,0,0,0,0,1.3,0,0,0,0
6.3,d_19660801,93.8,29.4,0,0,0,0,0,0,0,0,0
0,d_19660901,100,100,96.9,38.3,0,0,0,0,0,0,0
0,d_19661001,100,100,98.4,43.1,0,0,0,0,0,0,0
45.9,d_19661101,54.1,28.9,2.5,0.3,0,0,0,0,0,0,0
2.8,d_19661201,0,0,0,0,0,0,97.2,94,15.4,0.2,0
0.4,d_19670101,0,0,0,0,0,0,99.7,96.2,28.6,0.3,0
20.4,d_19670201,0,0,0,0,0,0,79.6,8.8,0,0,0
30.4,d_19670301,0,0,0,0,0,0,69.7,6.2,0,0,0
3.4,d_19670401,0,0,0,0,0,0,96.6,81.2,1.3,0,0
3.2,d_19670501,0,0,0,0,0,0,96.7,80.4,1.6,0,0
3.8,d_19670601,0,0,0,0,0,0,96.2,76.5,1.3,0,0
2.5,d_19670701,0,0,0,0,0,0,97.5,90.7,6.5,0,0
7.7,d_19670801,0,0,0,0,0,0,92.2,40.3,0.5,0,0
72.4,d_19670901,0,0,0,0,0,0,27.6,0,0,0,0
96.3,d_19671001,2.5,0.3,0,0,0,0,1.2,0,0,0,0
0,d_19671101,0,0,0,0,0,0,100.1,100.1,98.3,91.2,36.3
0,d_19671201,0,0,0,0,0,0,100,100,96.5,72,3.5
87.3,d_19680101,0,0,0,0,0,0,12.7,0,0,0,0
99.6,d_19680201,0.4,0,0,0,0,0,0,0,0,0,0
100,d_19680301,0,0,0,0,0,0,0,0,0,0,0
99,d_19680401,1,0,0,0,0,0,0,0,0,0,0
93.7,d_19680501,6.3,0,0,0,0,0,0,0,0,0,0
82.9,d_19680601,17.1,0,0,0,0,0,0,0,0,0,0
99,d_19680701,1,0,0,0,0,0,0,0,0,0,0
0,d_19680801,100,99.7,3.1,0,0,0,0,0,0,0,0
0,d_19680901,100,94.7,0,0,0,0,0,0,0,0,0
7.9,d_19681001,92.1,20.3,0,0,0,0,0,0,0,0,0
29.8,d_19681101,70.2,14.9,0,0,0,0,0,0,0,0,0
0.1,d_19681201,99.9,93.8,1.7,0,0,0,0,0,0,0,0
0,d_19690101,0,0,0,0,0,0,99.9,98.1,79,38,0
0,d_19690201,0,0,0,0,0,0,100,100,100,97.1,68.1
0,d_19690301,0,0,0,0,0,0,100,100,96.9,74.6,6.3
0,d_19690401,0,0,0,0,0,0,100.1,100.1,94.1,69.5,2.7
0,d_19690501,0,0,0,0,0,0,100,100,92.3,69.5,3.9
0,d_19690601,0,0,0,0,0,0,100,100,95.2,71.9,4.2
0,d_19690701,0,0,0,0,0,0,100.1,100.1,99.2,80.6,14.6
0,d_19690801,0,0,0,0,0,0,100.1,100.1,99.7,87.5,17.5
0,d_19690901,0,0,0,0,0,0,100,100,100,95.7,33.6
4.2,d_19691001,0,0,0,0,0,0,95.8,68.5,3.4,0,0
17.6,d_19691101,82.4,18.2,0,0,0,0,0,0,0,0,0
0.5,d_19691201,99.6,72.9,1.2,0,0,0,0,0,0,0,0
2.5,d_19700101,97.4,95.6,2.5,0,0,0,0,0,0,0,0
4.4,d_19700201,95.7,58.9,0.4,0,0,0,0,0,0,0,0
12.8,d_19700301,87.2,12.6,0.3,0,0,0,0,0,0,0,0
3.5,d_19700401,96.6,69.5,2.4,0,0,0,0,0,0,0,0
2.9,d_19700501,97.3,87.8,3.1,0.3,0,0,0,0,0,0,0
3.2,d_19700601,96.8,83.5,2.6,0.3,0,0,0,0,0,0,0
4.2,d_19700701,95.8,54.6,0.4,0,0,0,0,0,0,0,0
3.5,d_19700801,96.4,72.8,3.5,0.1,0,0,0,0,0,0,0
74.3,d_19700901,25.7,4.5,0,0,0,0,0,0,0,0,0
89,d_19701001,11,3.3,1.3,0,0,0,0,0,0,0,0
8,d_19701101,0.9,0,0,0,0,0,91,41.3,0.3,0,0
1,d_19701201,0,0,0,0,0,0,99,96.1,36.8,2.5,0
20.4,d_19710101,0,0,0,0,0,0,79.6,22.6,0,0,0
98.1,d_19710201,1.1,0.2,0,0,0,0,0.9,0,0,0,0
97.9,d_19710301,2,1,0,0,0,0,0,0,0,0,0
93.2,d_19710401,6.8,1,0,0,0,0,0,0,0,0,0
94.6,d_19710501,5.4,1,0,0,0,0,0,0,0,0,0
96.4,d_19710601,3.6,1,0,0,0,0,0,0,0,0,0
98.9,d_19710701,1,1,0,0,0,0,0,0,0,0,0
0,d_19710801,100,69.8,1,0,0,0,0,0,0,0,0
0,d_19710901,99.9,99.9,96.6,18.2,0,0,0,0,0,0,0
0,d_19711001,99.9,99.9,37.2,1,0,0,0,0,0,0,0
0,d_19711101,100,100,77.8,1.5,0,0,0,0,0,0,0
5.6,d_19711201,0,0,0,0,0,0,94.4,68.5,4.4,0.4,0
95.8,d_19720101,0.3,0,0,0,0,0,3.9,0,0,0,0
33.8,d_19720201,66.3,8.3,0,0,0,0,0,0,0,0,0
0.2,d_19720301,99.8,88,5.4,1.2,0,0,0,0,0,0,0
0,d_19720401,100,98.2,33.9,3.2,0,0,0,0,0,0,0
0,d_19720501,100,99.2,53.5,5.9,0.4,0,0,0,0,0,0
0,d_19720601,100,97.9,41.9,3.2,0,0,0,0,0,0,0
0,d_19720701,100,95.4,42.7,3.1,0,0,0,0,0,0,0
3,d_19720801,97.1,73.4,2.5,0,0,0,0,0,0,0,0
0,d_19720901,100,100,100,100,99.3,0,0,0,0,0,0
0,d_19721001,100,100,100,95.1,80.8,0,0,0,0,0,0
26.9,d_19721101,73.1,32.3,0,0,0,0,0,0,0,0,0
99.7,d_19721201,0,0,0,0,0,0,0.3,0,0,0,0
87.2,d_19730101,0,0,0,0,0,0,12.8,0.2,0,0,0
0,d_19730201,0,0,0,0,0,0,100,91.2,1.7,0,0
0.9,d_19730301,0,0,0,0,0,0,99,88.4,0.7,0,0
1,d_19730401,0,0,0,0,0,0,98.9,40.2,0,0,0
3.7,d_19730501,0,0,0,0,0,0,96.3,24.5,0,0,0
2.4,d_19730601,0,0,0,0,0,0,97.7,26.2,0,0,0
1,d_19730701,0,0,0,0,0,0,98.9,43.5,0,0,0
19.3,d_19730801,0,0,0,0,0,0,80.8,0.2,0,0,0
1.1,d_19730901,0,0,0,0,0,0,98.9,13.1,0,0,0
1,d_19731001,0,0,0,0,0,0,99,20.9,0,0,0
99,d_19731101,1,0.4,0,0,0,0,0,0,0,0,0
0,d_19731201,100,94.1,25.1,0.9,0,0,0,0,0,0,0
31.2,d_19740101,0,0,0,0,0,0,68.8,6.8,0,0,0
99.8,d_19740201,0.2,0,0,0,0,0,0,0,0,0,0
100,d_19740301,0,0,0,0,0,0,0,0,0,0,0
99.8,d_19740401,0.2,0,0,0,0,0,0,0,0,0,0
99.7,d_19740501,0.3,0,0,0,0,0,0,0,0,0,0
100,d_19740601,0,0,0,0,0,0,0,0,0,0,0
99.8,d_19740701,0,0,0,0,0,0,0.2,0,0,0,0
100,d_19740801,0,0,0,0,0,0,0,0,0,0,0
99.3,d_19740901,0,0,0,0,0,0,0.7,0,0,0,0
23.1,d_19741001,76.9,2.2,0,0,0,0,0,0,0,0,0
96.7,d_19741101,3.3,0,0,0,0,0,0,0,0,0,0
93.9,d_19741201,0,0,0,0,0,0,6.1,2.5,0,0,0
40.2,d_19750101,59.8,1.7,0,0,0,0,0,0,0,0,0
31.7,d_19750201,68.4,2.1,0,0,0,0,0,0,0,0,0
99.1,d_19750301,0.8,0,0,0,0,0,0.1,0,0,0,0
95.7,d_19750401,0,0,0,0,0,0,4.3,0,0,0,0
95.5,d_19750501,0.9,0,0,0,0,0,3.6,0,0,0,0
96,d_19750601,0.2,0,0,0,0,0,3.8,0,0,0,0
85.7,d_19750701,11.8,0.2,0,0,0,0,2.5,0,0,0,0
95.3,d_19750801,1.3,0,0,0,0,0,3.3,1.4,0,0,0
95.8,d_19750901,4.1,0,0,0,0,0,0.1,0,0,0,0
86,d_19751001,0,0,0,0,0,0,14,1.5,0,0,0
89.2,d_19751101,0,0,0,0,0,0,10.8,4.3,0,0,0
1.9,d_19751201,98.1,94.1,11.4,1.3,0,0,0,0,0,0,0
0,d_19760101,100,100,100,100,99.4,0,0,0,0,0,0
2.8,d_19760201,97.1,93.2,26.4,1.3,0,0,0,0,0,0,0
0.5,d_19760301,99.6,96.4,34.9,2.2,0,0,0,0,0,0,0
0.6,d_19760401,99.4,96.4,29.5,1.5,0,0,0,0,0,0,0
0.4,d_19760501,99.5,97.4,46.9,5,0,0,0,0,0,0,0
0.5,d_19760601,99.5,96.8,37.2,2.2,0,0,0,0,0,0,0
0.4,d_19760701,99.5,95.7,32.9,1.8,0,0,0,0,0,0,0
2.9,d_19760801,97,72,0.8,0,0,0,0,0,0,0,0
98.3,d_19760901,1.7,0,0,0,0,0,0,0,0,0,0
84.8,d_19761001,0,0,0,0,0,0,15.3,0.5,0,0,0
79.6,d_19761101,20.4,0,0,0,0,0,0,0,0,0,0
52.9,d_19761201,47,8,0,0,0,0,0,0,0,0,0
98.2,d_19770101,1.8,1,0,0,0,0,0,0,0,0,0
29.2,d_19770201,70.8,7.8,1,0,0,0,0,0,0,0,0
12.4,d_19770301,87.6,35.2,1.8,0.2,0,0,0,0,0,0,0
0.5,d_19770401,99.5,72.8,2.7,1,0,0,0,0,0,0,0
13.4,d_19770501,86.6,35.2,1.2,0,0,0,0,0,0,0,0
0,d_19770601,100,83,2.5,1.2,0,0,0,0,0,0,0
0.2,d_19770701,99.7,80.7,2.5,1.3,0,0,0,0,0,0,0
76.2,d_19770801,7.3,0,0,0,0,16.5,0,0,0,0,0
95.1,d_19770901,4.9,0.8,0,0,0,0,0,0,0,0,0
3.1,d_19771001,96.9,75,0,0,0,0,0,0,0,0,0
21.9,d_19771101,78.1,20.9,0,0,0,0,0,0,0,0,0
22,d_19771201,0,0,0,0,0,0,77.9,37.2,0.4,0,0
0,d_19780101,0,0,0,0,0,0,100,100,83.7,1.5,0
0,d_19780201,0,0,0,0,0,0,100,100,100,88.3,0.7
0,d_19780301,0,0,0,0,0,0,100,100,100,100,94
0,d_19780401,0,0,0,0,0,0,100,100,100,100,99.2
0,d_19780501,0,0,0,0,0,0,100,100,100,100,93.8
0,d_19780601,0,0,0,0,0,0,100,100,100,100,94.2
0,d_19780701,0,0,0,0,0,0,100,100,100,100,100
0,d_19780801,0,0,0,0,0,0,100,100,100,100,100
0,d_19780901,0,0,0,0,0,0,100,100,100,100,97.1
0,d_19781001,0,0,0,0,0,0,100,100,100,100,95.6
0,d_19781101,0,0,0,0,0,0,100,100,100,100,91.7
17.4,d_19781201,0,0,0,0,0,0,82.6,15.9,0,0,0
0,d_19790101,0,0,0,0,0,0,100,96.1,5.2,0,0
0,d_19790201,0,0,0,0,0,0,100,70.8,0,0,0
0,d_19790301,0,0,0,0,0,0,100,98.5,17.2,0,0
1.1,d_19790401,0,0,0,0,0,0,98.9,94.2,1.5,0,0
1.4,d_19790501,0,0,0,0,0,0,98.6,88.5,2.1,0,0
1.5,d_19790601,0,0,0,0,0,0,98.5,64.4,0,0,0
1.5,d_19790701,0,0,0,0,0,0,98.4,86,0.3,0,0
1.8,d_19790801,0,0,0,0,0,0,98.1,59.9,0,0,0
1.5,d_19790901,0,0,0,0,0,0,98.5,81.2,0,0,0
74.6,d_19791001,0,0,0,0,0,0,25.4,0.5,0,0,0
91.6,d_19791101,0,0,0,0,0,0,8.4,1,0,0,0
0,d_19791201,99.9,99.8,94.3,58.8,2,0,0,0,0,0,0
59,d_19800101,0,0,0,0,0,0,41,2.8,0,0,0
0,d_19800201,0,0,0,0,0,0,100,98.7,84.6,61.9,0.7
0,d_19800301,0,0,0,0,0,0,100,98.1,84.2,67.6,0.3
0,d_19800401,0,0,0,0,0,0,99.9,97.1,82.4,51.9,0
0,d_19800501,0,0,0,0,0,0,100,97.2,86.2,64.8,0
0,d_19800601,0,0,0,0,0,0,99.9,97.1,86.3,64.1,0
0,d_19800701,0,0,0,0,0,0,100,98.3,88.7,71.9,0.9
0,d_19800801,0,0,0,0,0,0,100,100,90.4,75.4,1.5
0,d_19800901,0,0,0,0,0,0,100.1,100.1,94.6,87.8,37.7
0,d_19801001,0,0,0,0,0,0,100,99.8,89.2,71.5,1.7
88.4,d_19801101,11.6,1.4,0,0,0,0,0,0,0,0,0
0,d_19801201,100.1,100.1,94,58.9,1.7,0,0,0,0,0,0
0,d_19810101,100,83.1,3.8,1.5,0,0,0,0,0,0,0
0,d_19810201,100.1,100.1,26.7,1.9,0,0,0,0,0,0,0
3.3,d_19810301,96.7,17.6,0,0,0,0,0,0,0,0,0
1,d_19810401,98.9,37.8,0,0,0,0,0,0,0,0,0
1,d_19810501,99,70.4,0,0,0,0,0,0,0,0,0
1.1,d_19810601,98.8,57.8,0,0,0,0,0,0,0,0,0
3.7,d_19810701,96.3,22.9,0,0,0,0,0,0,0,0,0
65.7,d_19810801,34.3,0,0,0,0,0,0,0,0,0,0
99,d_19810901,0,0,0,0,0,0,1,0,0,0,0
98.8,d_19811001,0.2,0,0,0,0,0,1,0,0,0,0
25.2,d_19811101,0,0,0,0,0,0,74.8,10.6,1.6,0,0
53.1,d_19811201,46.9,5.2,0,0,0,0,0,0,0,0,0
97.6,d_19820101,2.4,0,0,0,0,0,0,0,0,0,0
31.1,d_19820201,68.9,12.7,0,0,0,0,0,0,0,0,0
98.8,d_19820301,1.2,0,0,0,0,0,0,0,0,0,0
85.5,d_19820401,0,0,0,0,0,0,14.5,0.4,0,0,0
84.3,d_19820501,0.5,0,0,0,0,0,15.2,1.9,0,0,0
83,d_19820601,0,0,0,0,0,0,17,2.6,0,0,0
80.5,d_19820701,0.2,0,0,0,0,0,19.3,2.1,0,0,0
93.4,d_19820801,1.4,0,0,0,0,0,5.2,1.6,0,0,0
48.9,d_19820901,0,0,0,0,0,0,51.2,13.5,0.8,0,0
42.3,d_19821001,0,0,0,0,0,0,57.6,22.7,1.2,0,0
0,d_19821101,0,0,0,0,0,0,99.9,99.9,96.7,93.9,43.9
1.5,d_19821201,0,0,0,0,0,0,98.5,95.2,41.6,4.5,0
1,d_19830101,0,0,0,0,0,0,99,98.3,16.8,0,0
0,d_19830201,0,0,0,0,0,0,100,100,33.7,2.2,0
0,d_19830301,0,0,0,0,0,0,100,100,100,100,28.5
0,d_19830401,0,0,0,0,0,0,100,100,100,100,86
0,d_19830501,0,0,0,0,0,0,100,100,100,100,88.2
0,d_19830601,0,0,0,0,0,0,100,100,100,99.6,78
0,d_19830701,0,0,0,0,0,0,100,100,100,100,87.9
0,d_19830801,0,0,0,0,0,0,100,100,100,94.4,14.6
0,d_19830901,0,0,0,0,0,0,100,100,100,98.9,44.8
0,d_19831001,0,0,0,0,0,0,100,100,100,100,90.4
0,d_19831101,0,0,0,0,0,0,100,100,100,100,100
0,d_19831201,0,0,0,0,0,0,100,100,95.8,84.6,14.6
57,d_19840101,0,0,0,0,0,0,43,4.2,0,0,0
95.9,d_19840201,2.9,0,0,0,0,0,1.2,0,0,0,0
32.8,d_19840301,67.2,6.2,0,0,0,0,0,0,0,0,0
19.8,d_19840401,80.1,21.7,0,0,0,0,0,0,0,0,0
2,d_19840501,98,71.7,2.1,0,0,0,0,0,0,0,0
1.5,d_19840601,98.4,95.6,7.7,0.3,0,0,0,0,0,0,0
1.5,d_19840701,98.5,98.5,58,7.1,0,0,0,0,0,0,0
0,d_19840801,100,100,88.7,71.3,6.2,0,0,0,0,0,0
0,d_19840901,100.1,100.1,96.9,91.5,80.7,0,0,0,0,0,0
0,d_19841001,100,99.3,90.9,84.4,58.5,0,0,0,0,0,0
12.9,d_19841101,87.1,60.4,1.5,0,0,0,0,0,0,0,0
4,d_19841201,0,0,0,0,0,0,96.1,90.6,29,13.4,0
46.4,d_19850101,0,0,0,0,0,0,53.6,27.3,0.7,0,0
78.8,d_19850201,3.3,0,0,0,0,0,17.9,1,0,0,0
94.7,d_19850301,5.1,3.1,0,0,0,0,0.2,0,0,0,0
85.2,d_19850401,14.8,4.5,0,0,0,0,0,0,0,0,0
67.1,d_19850501,32.9,5.2,0.8,0,0,0,0,0,0,0,0
61.2,d_19850601,38.7,5.3,0.3,0,0,0,0,0,0,0,0
82,d_19850701,18,4.5,0,0,0,0,0,0,0,0,0
51.6,d_19850801,48.3,6.8,1.3,0,0,0,0,0,0,0,0
0,d_19850901,100,100,80.1,43.9,8.1,0,0,0,0,0,0
0,d_19851001,100,98.3,44.8,19.1,0.3,0,0,0,0,0,0
91.7,d_19851101,5.7,0,0,0,0,0,2.6,0,0,0,0
94,d_19851201,4.2,0.5,0,0,0,0,1.9,0,0,0,0
95,d_19860101,0,0,0,0,0,0,5,0,0,0,0
54.6,d_19860201,0,0,0,0,0,0,45.4,5.8,0,0,0
27.7,d_19860301,0,0,0,0,0,0,72.3,31.3,0,0,0
33.8,d_19860401,0,0,0,0,0,0,66.1,18.8,0,0,0
40,d_19860501,0,0,0,0,0,0,60,14.3,0,0,0
41.8,d_19860601,0,0,0,0,0,0,58.2,13.2,0,0,0
35.9,d_19860701,0,0,0,0,0,0,64,19.9,0,0,0
89.2,d_19860801,0,0,0,0,0,0,10.8,0,0,0,0
31.2,d_19860901,0,0,0,0,0,0,68.8,20.7,0,0,0
25.4,d_19861001,0,0,0,0,0,0,74.6,45,0,0,0
38,d_19861101,0,0,0,0,0,0,62,6.3,0,0,0
10.9,d_19861201,89.1,16.1,1,0,0,0,0,0,0,0,0
33.3,d_19870101,66.8,21.4,0,0,0,0,0,0,0,0,0
1,d_19870201,99,65.4,7.5,1.4,0,0,0,0,0,0,0
0,d_19870301,100,85.5,8.8,0,0,0,0,0,0,0,0
0,d_19870401,100,98.6,45,2.1,0,0,0,0,0,0,0
0,d_19870501,100,98.8,59.1,5.4,0,0,0,0,0,0,0
0,d_19870601,100,99.1,71.5,31,0,0,0,0,0,0,0
0,d_19870701,100,97.2,65,23.4,0,0,0,0,0,0,0
0,d_19870801,100.1,98.3,65.8,23.1,0,0,0,0,0,0,0
2.5,d_19870901,97.5,76.9,0.8,0,0,0,0,0,0,0,0
99,d_19871001,0.7,0,0,0,0,0,0.3,0,0,0,0
53.4,d_19871101,0,0,0,0,0,0,46.6,21.8,3,0,0
6.6,d_19871201,0,0,0,0,0,0,93.4,55.3,11.4,0,0
23.1,d_19880101,0,0,0,0,0,0,76.9,36.9,4.3,0,0
63.9,d_19880201,0,0,0,0,0,0,36.1,14.6,0,0,0
91.6,d_19880301,0,0,0,0,0,0,8.4,1.8,0,0,0
74.7,d_19880401,0,0,0,0,0,0,25.3,3.8,0,0,0
73.5,d_19880501,0,0,0,0,0,0,26.5,3.4,0,0,0
79.4,d_19880601,0,0,0,0,0,0,20.6,3.8,0,0,0
85,d_19880701,10,0,0,0,0,0,5,0,0,0,0
88.3,d_19880801,11.7,0,0,0,0,0,0,0,0,0,0
91.6,d_19880901,8.4,2.5,0,0,0,0,0,0,0,0,0
64.1,d_19881001,35.9,2.5,0,0,0,0,0,0,0,0,0
68.1,d_19881101,31.9,2.5,0.4,0,0,0,0,0,0,0,0
25.2,d_19881201,0,0,0,0,0,0,74.7,37.9,0,0,0
84.1,d_19890101,15.9,2.7,0,0,0,0,0,0,0,0,0
57,d_19890201,43,5.9,0.7,0,0,0,0,0,0,0,0
6.6,d_19890301,93.4,35.4,1,0,0,0,0,0,0,0,0
0,d_19890401,100,81.8,3.9,0.9,0,0,0,0,0,0,0
0,d_19890501,99.9,94.4,10.1,1,0,0,0,0,0,0,0
0,d_19890601,100,94.4,6.8,0.8,0,0,0,0,0,0,0
0,d_19890701,100.1,75.3,3.5,0.5,0,0,0,0,0,0,0
0.2,d_19890801,99.7,51.3,1.9,0,0,0,0,0,0,0,0
0,d_19890901,100.1,96,3.2,0.3,0,0,0,0,0,0,0
0,d_19891001,100,60.2,0,0,0,0,0,0,0,0,0
0,d_19891101,100,100,84,23.9,0.8,0,0,0,0,0,0
0,d_19891201,100.1,100.1,98.7,88.5,24,0,0,0,0,0,0
0,d_19900101,100,94.7,9,0,0,0,0,0,0,0,0
0.4,d_19900201,99.6,59.7,11.3,1.3,0,0,0,0,0,0,0
0,d_19900301,100,100,44.9,14.3,2,0,0,0,0,0,0
0,d_19900401,100,100,52.2,17.3,3.1,0,0,0,0,0,0
0,d_19900501,100,99.7,40.2,16.7,2.7,0,0,0,0,0,0
0,d_19900601,100,99.9,52.3,28.8,5.9,0,0,0,0,0,0
0,d_19900701,99.9,99.8,54.8,29,4.5,0,0,0,0,0,0
0,d_19900801,100.1,91.4,24.9,8.2,0,0,0,0,0,0,0
39.5,d_19900901,60.4,22.8,0.3,0,0,0,0,0,0,0,0
22.3,d_19901001,77.7,39.4,9.3,1.6,0,0,0,0,0,0,0
0,d_19901101,99.9,99.7,85.7,44.2,10.5,0,0,0,0,0,0
0,d_19901201,100,99.5,73.9,37.2,5.5,0,0,0,0,0,0
0,d_19910101,100.1,97.7,34.4,5.6,0,0,0,0,0,0,0
0,d_19910201,100,97,2.3,0,0,0,0,0,0,0,0
100,d_19910301,0,0,0,0,0,0,0,0,0,0,0
100,d_19910401,0,0,0,0,0,0,0,0,0,0,0
99.5,d_19910501,0.5,0,0,0,0,0,0,0,0,0,0
100,d_19910601,0,0,0,0,0,0,0,0,0,0,0
100,d_19910701,0,0,0,0,0,0,0,0,0,0,0
100,d_19910801,0,0,0,0,0,0,0,0,0,0,0
28.4,d_19910901,0,0,0,0,0,0,71.7,0.7,0,0,0
0,d_19911001,0,0,0,0,0,0,100,73.5,0,0,0
2.1,d_19911101,0,0,0,0,0,0,97.8,65.3,1.2,0,0
60.9,d_19911201,39.2,3.8,0,0,0,0,0,0,0,0,0
99.7,d_19920101,0.3,0,0,0,0,0,0,0,0,0,0
5,d_19920201,0,0,0,0,0,0,94.9,71.3,7.3,0,0
0,d_19920301,0,0,0,0,0,0,100,99.4,55.5,1,0
0,d_19920401,0,0,0,0,0,0,100,95.6,32.9,0.2,0
0,d_19920501,0,0,0,0,0,0,100,94.4,33.4,1,0
0,d_19920601,0,0,0,0,0,0,100,94.6,34.6,0.5,0
0,d_19920701,0,0,0,0,0,0,100,97.5,48.4,5.3,0
0,d_19920801,0,0,0,0,0,0,99.9,99.9,65,18.7,0
0,d_19920901,0,0,0,0,0,0,100,100,41.6,5.1,0
0,d_19921001,0,0,0,0,0,0,100,100,97.8,62.1,2
13,d_19921101,0,0,0,0,0,0,87,33.4,0,0,0
21.6,d_19921201,0,0,0,0,0,0,78.4,24.6,0,0,0
0,d_19930101,0,0,0,0,0,0,100,100,100,98.5,71.3
0,d_19930201,0,0,0,0,0,0,100,100,100,100,98
0,d_19930301,0,0,0,0,0,0,100,100,100,99.7,92.8
0,d_19930401,0,0,0,0,0,0,100,100,100,99,65.8
0,d_19930501,0,0,0,0,0,0,100,100,100,98.7,69.7
0,d_19930601,0,0,0,0,0,0,100,100,100,99.2,82.2
0,d_19930701,0,0,0,0,0,0,100,100,100,99.2,82.6
0,d_19930801,0,0,0,0,0,0,100,100,100,99.7,93.1
0,d_19930901,0,0,0,0,0,0,100,100,100,96.1,13.6
0.8,d_19931001,0,0,0,0,0,0,99.2,60.6,4.1,0,0
43.5,d_19931101,56.5,22.7,0,0,0,0,0,0,0,0,0
0,d_19931201,100,93.8,15.9,0,0,0,0,0,0,0,0
0,d_19940101,100,98,12.1,0,0,0,0,0,0,0,0
11.8,d_19940201,88.2,7.9,0,0,0,0,0,0,0,0,0
4.7,d_19940301,95.3,31.6,0,0,0,0,0,0,0,0,0
4,d_19940401,96,47.2,0,0,0,0,0,0,0,0,0
4.9,d_19940501,95.2,52.1,0,0,0,0,0,0,0,0,0
5.9,d_19940601,94.1,36.2,0,0,0,0,0,0,0,0,0
7.8,d_19940701,92.2,24.5,0,0,0,0,0,0,0,0,0
20.5,d_19940801,79.4,13.8,0,0,0,0,0,0,0,0,0
76.9,d_19940901,23.1,2.1,0,0,0,0,0,0,0,0,0
94.2,d_19941001,4.3,0,0,0,0,0,1.5,0,0,0,0
